"gmina","gmina_nazwa","rok","lud_na_1k"
"3005025","Grodzisk Wielkopolski - obszar wiejski (5)",2006,43
"3005025","Grodzisk Wielkopolski - obszar wiejski (5)",2007,43.5
"3005025","Grodzisk Wielkopolski - obszar wiejski (5)",2008,43.5
"3005025","Grodzisk Wielkopolski - obszar wiejski (5)",2009,44
"3005025","Grodzisk Wielkopolski - obszar wiejski (5)",2010,44.7
"3005025","Grodzisk Wielkopolski - obszar wiejski (5)",2011,44.8
"3005025","Grodzisk Wielkopolski - obszar wiejski (5)",2012,44.9
"3005025","Grodzisk Wielkopolski - obszar wiejski (5)",2013,45
"3005025","Grodzisk Wielkopolski - obszar wiejski (5)",2014,45.4
"3005025","Grodzisk Wielkopolski - obszar wiejski (5)",2015,45.7
"3005025","Grodzisk Wielkopolski - obszar wiejski (5)",2016,45.6
"3005025","Grodzisk Wielkopolski - obszar wiejski (5)",2017,46.6
"3005025","Grodzisk Wielkopolski - obszar wiejski (5)",2018,46.9
"3005025","Grodzisk Wielkopolski - obszar wiejski (5)",2019,46.9
"3005025","Grodzisk Wielkopolski - obszar wiejski (5)",2020,45.4
"3005025","Grodzisk Wielkopolski - obszar wiejski (5)",2021,45.5
"3005025","Grodzisk Wielkopolski - obszar wiejski (5)",2022,45.2
"3005025","Grodzisk Wielkopolski - obszar wiejski (5)",2023,45.1
"3005032","Kamieniec (2)",2000,NA
"3005032","Kamieniec (2)",2001,NA
"3005032","Kamieniec (2)",2002,49.4
"3005032","Kamieniec (2)",2003,49.2
"3005032","Kamieniec (2)",2004,49
"3005032","Kamieniec (2)",2005,49.2
"3005032","Kamieniec (2)",2006,48.3
"3005032","Kamieniec (2)",2007,47.8
"3005032","Kamieniec (2)",2008,48.1
"3005032","Kamieniec (2)",2009,47.9
"3005032","Kamieniec (2)",2010,48.5
"3005032","Kamieniec (2)",2011,48.8
"3005032","Kamieniec (2)",2012,48.9
"3005032","Kamieniec (2)",2013,49.4
"3005032","Kamieniec (2)",2014,49.5
"3005032","Kamieniec (2)",2015,49.9
"3005032","Kamieniec (2)",2016,50.1
"3005032","Kamieniec (2)",2017,50
"3005032","Kamieniec (2)",2018,50.1
"3005032","Kamieniec (2)",2019,49.9
"3005032","Kamieniec (2)",2020,47
"3005032","Kamieniec (2)",2021,46.6
"3005032","Kamieniec (2)",2022,47
"3005032","Kamieniec (2)",2023,47
"3005043","Rakoniewice (3)",2000,NA
"3005043","Rakoniewice (3)",2001,NA
"3005043","Rakoniewice (3)",2002,61.2
"3005043","Rakoniewice (3)",2003,61.2
"3005043","Rakoniewice (3)",2004,61.7
"3005043","Rakoniewice (3)",2005,62.1
"3005043","Rakoniewice (3)",2006,61.9
"3005043","Rakoniewice (3)",2007,62.2
"3005043","Rakoniewice (3)",2008,62.6
"3005043","Rakoniewice (3)",2009,63
"3005043","Rakoniewice (3)",2010,63.9
"3005043","Rakoniewice (3)",2011,64.2
"3005043","Rakoniewice (3)",2012,64.7
"3005043","Rakoniewice (3)",2013,64.9
"3005043","Rakoniewice (3)",2014,65.2
"3005043","Rakoniewice (3)",2015,65.6
"3005043","Rakoniewice (3)",2016,65.2
"3005043","Rakoniewice (3)",2017,65.4
"3005043","Rakoniewice (3)",2018,66
"3005043","Rakoniewice (3)",2019,65.6
"3005043","Rakoniewice (3)",2020,65.9
"3005043","Rakoniewice (3)",2021,65.7
"3005043","Rakoniewice (3)",2022,65.9
"3005043","Rakoniewice (3)",2023,66
"3005044","Rakoniewice - miasto (4)",2000,NA
"3005044","Rakoniewice - miasto (4)",2001,NA
"3005044","Rakoniewice - miasto (4)",2002,949.3
"3005044","Rakoniewice - miasto (4)",2003,948.4
"3005044","Rakoniewice - miasto (4)",2004,944.2
"3005044","Rakoniewice - miasto (4)",2005,958.8
"3005044","Rakoniewice - miasto (4)",2006,968.5
"3005044","Rakoniewice - miasto (4)",2007,973
"3005044","Rakoniewice - miasto (4)",2008,967.7
"3005044","Rakoniewice - miasto (4)",2009,985.8
"3005044","Rakoniewice - miasto (4)",2010,1034.1
"3005044","Rakoniewice - miasto (4)",2011,1034.4
"3005044","Rakoniewice - miasto (4)",2012,1048.7
"3005044","Rakoniewice - miasto (4)",2013,1045.4
"3005044","Rakoniewice - miasto (4)",2014,1047.2
"3005044","Rakoniewice - miasto (4)",2015,1064.4
"3005044","Rakoniewice - miasto (4)",2016,1060.2
"3005044","Rakoniewice - miasto (4)",2017,1059.6
"3005044","Rakoniewice - miasto (4)",2018,1068
"3005044","Rakoniewice - miasto (4)",2019,1064.4
"3005044","Rakoniewice - miasto (4)",2020,1084.9
"3005044","Rakoniewice - miasto (4)",2021,1073.3
"3005044","Rakoniewice - miasto (4)",2022,1073.3
"3005044","Rakoniewice - miasto (4)",2023,1065.3
"3005045","Rakoniewice - obszar wiejski (5)",2000,NA
"3005045","Rakoniewice - obszar wiejski (5)",2001,NA
"3005045","Rakoniewice - obszar wiejski (5)",2002,46.1
"3005045","Rakoniewice - obszar wiejski (5)",2003,46
"3005045","Rakoniewice - obszar wiejski (5)",2004,46.6
"3005045","Rakoniewice - obszar wiejski (5)",2005,46.8
"3005045","Rakoniewice - obszar wiejski (5)",2006,46.5
"3005045","Rakoniewice - obszar wiejski (5)",2007,46.7
"3005045","Rakoniewice - obszar wiejski (5)",2008,47.1
"3005045","Rakoniewice - obszar wiejski (5)",2009,47.2
"3005045","Rakoniewice - obszar wiejski (5)",2010,47.4
"3005045","Rakoniewice - obszar wiejski (5)",2011,47.6
"3005045","Rakoniewice - obszar wiejski (5)",2012,48
"3005045","Rakoniewice - obszar wiejski (5)",2013,48.2
"3005045","Rakoniewice - obszar wiejski (5)",2014,48.5
"3005045","Rakoniewice - obszar wiejski (5)",2015,48.6
"3005045","Rakoniewice - obszar wiejski (5)",2016,48.3
"3005045","Rakoniewice - obszar wiejski (5)",2017,48.5
"3005045","Rakoniewice - obszar wiejski (5)",2018,48.9
"3005045","Rakoniewice - obszar wiejski (5)",2019,48.5
"3005045","Rakoniewice - obszar wiejski (5)",2020,48.5
"3005045","Rakoniewice - obszar wiejski (5)",2021,48.5
"3005045","Rakoniewice - obszar wiejski (5)",2022,48.7
"3005045","Rakoniewice - obszar wiejski (5)",2023,48.9
"3005053","Wielichowo (3)",2000,NA
"3005053","Wielichowo (3)",2001,NA
"3005053","Wielichowo (3)",2002,63.8
"3005053","Wielichowo (3)",2003,64
"3005053","Wielichowo (3)",2004,64.1
"3005053","Wielichowo (3)",2005,64.2
"3005053","Wielichowo (3)",2006,64.2
"3005053","Wielichowo (3)",2007,63.9
"3005053","Wielichowo (3)",2008,64.1
"3005053","Wielichowo (3)",2009,64.1
"3005053","Wielichowo (3)",2010,63.6
"3005053","Wielichowo (3)",2011,63.8
"3005053","Wielichowo (3)",2012,63.9
"3005053","Wielichowo (3)",2013,63.6
"3005053","Wielichowo (3)",2014,63.8
"3005053","Wielichowo (3)",2015,63.7
"3005053","Wielichowo (3)",2016,63.4
"3005053","Wielichowo (3)",2017,63.5
"3005053","Wielichowo (3)",2018,63.9
"3005053","Wielichowo (3)",2019,64.2
"3005053","Wielichowo (3)",2020,63.5
"3005053","Wielichowo (3)",2021,62.4
"3005053","Wielichowo (3)",2022,62.3
"3005053","Wielichowo (3)",2023,62
"3005054","Wielichowo - miasto (4)",2000,NA
"3005054","Wielichowo - miasto (4)",2001,NA
"3005054","Wielichowo - miasto (4)",2002,1418.5
"3005054","Wielichowo - miasto (4)",2003,1413.7
"3005054","Wielichowo - miasto (4)",2004,1426.6
"3005054","Wielichowo - miasto (4)",2005,1425
"3005054","Wielichowo - miasto (4)",2006,1426.6
"3005054","Wielichowo - miasto (4)",2007,1400
"3005054","Wielichowo - miasto (4)",2008,1394.4
"3005054","Wielichowo - miasto (4)",2009,1400
"3005054","Wielichowo - miasto (4)",2010,1410.5
"3005054","Wielichowo - miasto (4)",2011,1416.9
"3005054","Wielichowo - miasto (4)",2012,1437.9
"3005054","Wielichowo - miasto (4)",2013,1424.2
"3005054","Wielichowo - miasto (4)",2014,1416.9
"3005054","Wielichowo - miasto (4)",2015,1412.1
"3005054","Wielichowo - miasto (4)",2016,1414.5
"3005054","Wielichowo - miasto (4)",2017,1425
"3005054","Wielichowo - miasto (4)",2018,1425
"3005054","Wielichowo - miasto (4)",2019,1416.9
"3005054","Wielichowo - miasto (4)",2020,1402.4
"3005054","Wielichowo - miasto (4)",2021,1367.7
"3005054","Wielichowo - miasto (4)",2022,1352.4
"3005054","Wielichowo - miasto (4)",2023,1342.7
"3005055","Wielichowo - obszar wiejski (5)",2000,NA
"3005055","Wielichowo - obszar wiejski (5)",2001,NA
"3005055","Wielichowo - obszar wiejski (5)",2002,48
"3005055","Wielichowo - obszar wiejski (5)",2003,48.2
"3005055","Wielichowo - obszar wiejski (5)",2004,48.2
"3005055","Wielichowo - obszar wiejski (5)",2005,48.3
"3005055","Wielichowo - obszar wiejski (5)",2006,48.3
"3005055","Wielichowo - obszar wiejski (5)",2007,48.4
"3005055","Wielichowo - obszar wiejski (5)",2008,48.6
"3005055","Wielichowo - obszar wiejski (5)",2009,48.6
"3005055","Wielichowo - obszar wiejski (5)",2010,47.9
"3005055","Wielichowo - obszar wiejski (5)",2011,48.1
"3005055","Wielichowo - obszar wiejski (5)",2012,47.8
"3005055","Wielichowo - obszar wiejski (5)",2013,47.7
"3005055","Wielichowo - obszar wiejski (5)",2014,48
"3005055","Wielichowo - obszar wiejski (5)",2015,48
"3005055","Wielichowo - obszar wiejski (5)",2016,47.6
"3005055","Wielichowo - obszar wiejski (5)",2017,47.6
"3005055","Wielichowo - obszar wiejski (5)",2018,48.1
"3005055","Wielichowo - obszar wiejski (5)",2019,48.5
"3005055","Wielichowo - obszar wiejski (5)",2020,47.9
"3005055","Wielichowo - obszar wiejski (5)",2021,47.2
"3005055","Wielichowo - obszar wiejski (5)",2022,47.3
"3005055","Wielichowo - obszar wiejski (5)",2023,47.1
"3006012","Jaraczewo (2)",2000,NA
"3006012","Jaraczewo (2)",2001,NA
"3006012","Jaraczewo (2)",2002,62.7
"3006012","Jaraczewo (2)",2003,62.4
"3006012","Jaraczewo (2)",2004,62.1
"3006012","Jaraczewo (2)",2005,62.2
"3006012","Jaraczewo (2)",2006,62.3
"3006012","Jaraczewo (2)",2007,62.4
"3006012","Jaraczewo (2)",2008,62.4
"3006012","Jaraczewo (2)",2009,62.7
"3006012","Jaraczewo (2)",2010,63.1
"3006012","Jaraczewo (2)",2011,63
"3006012","Jaraczewo (2)",2012,63.1
"3006012","Jaraczewo (2)",2013,63
"3006012","Jaraczewo (2)",2014,62.8
"3006012","Jaraczewo (2)",2015,62.7
"3006012","Jaraczewo (2)",2016,NA
"3006012","Jaraczewo (2)",2017,NA
"3006012","Jaraczewo (2)",2018,NA
"3006012","Jaraczewo (2)",2019,NA
"3006012","Jaraczewo (2)",2020,NA
"3006012","Jaraczewo (2)",2021,NA
"3006012","Jaraczewo (2)",2022,NA
"3006012","Jaraczewo (2)",2023,NA
"3006013","Jaraczewo (3)",2000,NA
"3006013","Jaraczewo (3)",2001,NA
"3006013","Jaraczewo (3)",2002,NA
"3006013","Jaraczewo (3)",2003,NA
"3006013","Jaraczewo (3)",2004,NA
"3006013","Jaraczewo (3)",2005,NA
"3006013","Jaraczewo (3)",2006,NA
"3006013","Jaraczewo (3)",2007,NA
"3006013","Jaraczewo (3)",2008,NA
"3006013","Jaraczewo (3)",2009,NA
"3006013","Jaraczewo (3)",2010,NA
"3006013","Jaraczewo (3)",2011,NA
"3006013","Jaraczewo (3)",2012,NA
"3006013","Jaraczewo (3)",2013,NA
"3006013","Jaraczewo (3)",2014,NA
"3006013","Jaraczewo (3)",2015,NA
"3006013","Jaraczewo (3)",2016,62.3
"3006013","Jaraczewo (3)",2017,62.3
"3006013","Jaraczewo (3)",2018,61.3
"3006013","Jaraczewo (3)",2019,61.2
"3006013","Jaraczewo (3)",2020,58.7
"3006013","Jaraczewo (3)",2021,58.2
"3006013","Jaraczewo (3)",2022,57.8
"3006013","Jaraczewo (3)",2023,57.1
"3006014","Jaraczewo - miasto (4)",2000,NA
"3006014","Jaraczewo - miasto (4)",2001,NA
"3006014","Jaraczewo - miasto (4)",2002,NA
"3006014","Jaraczewo - miasto (4)",2003,NA
"3006014","Jaraczewo - miasto (4)",2004,NA
"3006014","Jaraczewo - miasto (4)",2005,NA
"3006014","Jaraczewo - miasto (4)",2006,NA
"3006014","Jaraczewo - miasto (4)",2007,NA
"3006014","Jaraczewo - miasto (4)",2008,NA
"3006014","Jaraczewo - miasto (4)",2009,NA
"3006014","Jaraczewo - miasto (4)",2010,NA
"3006014","Jaraczewo - miasto (4)",2011,NA
"3006014","Jaraczewo - miasto (4)",2012,NA
"3006014","Jaraczewo - miasto (4)",2013,NA
"3006014","Jaraczewo - miasto (4)",2014,NA
"3006014","Jaraczewo - miasto (4)",2015,NA
"3006014","Jaraczewo - miasto (4)",2016,145.2
"3006014","Jaraczewo - miasto (4)",2017,145.7
"3006014","Jaraczewo - miasto (4)",2018,141
"3006014","Jaraczewo - miasto (4)",2019,140.3
"3006014","Jaraczewo - miasto (4)",2020,136.4
"3006014","Jaraczewo - miasto (4)",2021,136.4
"3006014","Jaraczewo - miasto (4)",2022,135.8
"3006014","Jaraczewo - miasto (4)",2023,135.7
"3006015","Jaraczewo - obszar wiejski (5)",2000,NA
"3006015","Jaraczewo - obszar wiejski (5)",2001,NA
"3006015","Jaraczewo - obszar wiejski (5)",2002,NA
"3006015","Jaraczewo - obszar wiejski (5)",2003,NA
"3006015","Jaraczewo - obszar wiejski (5)",2004,NA
"3006015","Jaraczewo - obszar wiejski (5)",2005,NA
"3006015","Jaraczewo - obszar wiejski (5)",2006,NA
"3006015","Jaraczewo - obszar wiejski (5)",2007,NA
"3006015","Jaraczewo - obszar wiejski (5)",2008,NA
"3006015","Jaraczewo - obszar wiejski (5)",2009,NA
"3006015","Jaraczewo - obszar wiejski (5)",2010,NA
"3006015","Jaraczewo - obszar wiejski (5)",2011,NA
"3006015","Jaraczewo - obszar wiejski (5)",2012,NA
"3006015","Jaraczewo - obszar wiejski (5)",2013,NA
"3006015","Jaraczewo - obszar wiejski (5)",2014,NA
"3006015","Jaraczewo - obszar wiejski (5)",2015,NA
"3006015","Jaraczewo - obszar wiejski (5)",2016,55.5
"3006015","Jaraczewo - obszar wiejski (5)",2017,55.5
"3006015","Jaraczewo - obszar wiejski (5)",2018,54.7
"3006015","Jaraczewo - obszar wiejski (5)",2019,54.7
"3006015","Jaraczewo - obszar wiejski (5)",2020,52.3
"3006015","Jaraczewo - obszar wiejski (5)",2021,51.8
"3006015","Jaraczewo - obszar wiejski (5)",2022,51.4
"3006015","Jaraczewo - obszar wiejski (5)",2023,50.7
"3006023","Jarocin (3)",2000,NA
"3006023","Jarocin (3)",2001,NA
"3006023","Jarocin (3)",2002,221.6
"3006023","Jarocin (3)",2003,221.5
"3006023","Jarocin (3)",2004,221.6
"3006023","Jarocin (3)",2005,221.9
"3006023","Jarocin (3)",2006,222
"3006023","Jarocin (3)",2007,222.3
"3006023","Jarocin (3)",2008,223.1
"3006023","Jarocin (3)",2009,223.6
"3006023","Jarocin (3)",2010,226.5
"3006023","Jarocin (3)",2011,226.9
"3006023","Jarocin (3)",2012,227.2
"3006023","Jarocin (3)",2013,227.2
"3006023","Jarocin (3)",2014,227.8
"3006023","Jarocin (3)",2015,228.1
"3006023","Jarocin (3)",2016,227.8
"3006023","Jarocin (3)",2017,227.7
"3006023","Jarocin (3)",2018,228.7
"3006023","Jarocin (3)",2019,228.5
"3006023","Jarocin (3)",2020,228.2
"3006023","Jarocin (3)",2021,227.9
"3006023","Jarocin (3)",2022,227.6
"3006023","Jarocin (3)",2023,227.2
"3006024","Jarocin - miasto (4)",2000,NA
"3006024","Jarocin - miasto (4)",2001,NA
"3006024","Jarocin - miasto (4)",2002,1791
"3006024","Jarocin - miasto (4)",2003,1788.4
"3006024","Jarocin - miasto (4)",2004,1787
"3006024","Jarocin - miasto (4)",2005,1790.6
"3006024","Jarocin - miasto (4)",2006,1763.7
"3006024","Jarocin - miasto (4)",2007,1768.3
"3006024","Jarocin - miasto (4)",2008,1769.9
"3006024","Jarocin - miasto (4)",2009,1773.1
"3006024","Jarocin - miasto (4)",2010,1799.4
"3006024","Jarocin - miasto (4)",2011,1795.7
"3006024","Jarocin - miasto (4)",2012,1794.9
"3006024","Jarocin - miasto (4)",2013,1797.2
"3006024","Jarocin - miasto (4)",2014,1802.9
"3006024","Jarocin - miasto (4)",2015,1742.6
"3006024","Jarocin - miasto (4)",2016,1649.6
"3006024","Jarocin - miasto (4)",2017,1646
"3006024","Jarocin - miasto (4)",2018,1602.9
"3006024","Jarocin - miasto (4)",2019,1593.8
"3006024","Jarocin - miasto (4)",2020,1610.6
"3006024","Jarocin - miasto (4)",2021,1209.9
"3006024","Jarocin - miasto (4)",2022,1199.4
"3006024","Jarocin - miasto (4)",2023,1185.7
"3006025","Jarocin - obszar wiejski (5)",2000,NA
"3006025","Jarocin - obszar wiejski (5)",2001,NA
"3006025","Jarocin - obszar wiejski (5)",2002,99.6
"3006025","Jarocin - obszar wiejski (5)",2003,99.7
"3006025","Jarocin - obszar wiejski (5)",2004,99.9
"3006025","Jarocin - obszar wiejski (5)",2005,99.9
"3006025","Jarocin - obszar wiejski (5)",2006,100.3
"3006025","Jarocin - obszar wiejski (5)",2007,100.3
"3006025","Jarocin - obszar wiejski (5)",2008,101.1
"3006025","Jarocin - obszar wiejski (5)",2009,101.3
"3006025","Jarocin - obszar wiejski (5)",2010,102.4
"3006025","Jarocin - obszar wiejski (5)",2011,103.1
"3006025","Jarocin - obszar wiejski (5)",2012,103.4
"3006025","Jarocin - obszar wiejski (5)",2013,103.3
"3006025","Jarocin - obszar wiejski (5)",2014,103.5
"3006025","Jarocin - obszar wiejski (5)",2015,104.3
"3006025","Jarocin - obszar wiejski (5)",2016,104.8
"3006025","Jarocin - obszar wiejski (5)",2017,105
"3006025","Jarocin - obszar wiejski (5)",2018,106.2
"3006025","Jarocin - obszar wiejski (5)",2019,106.8
"3006025","Jarocin - obszar wiejski (5)",2020,105
"3006025","Jarocin - obszar wiejski (5)",2021,106.9
"3006025","Jarocin - obszar wiejski (5)",2022,107.5
"3006025","Jarocin - obszar wiejski (5)",2023,107.8
"3006032","Kotlin (2)",2000,NA
"3006032","Kotlin (2)",2001,NA
"3006032","Kotlin (2)",2002,83.8
"3006032","Kotlin (2)",2003,84.5
"3006032","Kotlin (2)",2004,84.2
"3006032","Kotlin (2)",2005,84.5
"3006032","Kotlin (2)",2006,84.7
"3006032","Kotlin (2)",2007,85.3
"3006032","Kotlin (2)",2008,85.7
"3006032","Kotlin (2)",2009,85.4
"3006032","Kotlin (2)",2010,85.9
"3006032","Kotlin (2)",2011,86.1
"3006032","Kotlin (2)",2012,86.9
"3006032","Kotlin (2)",2013,87.3
"3006032","Kotlin (2)",2014,87.5
"3006032","Kotlin (2)",2015,87.6
"3006032","Kotlin (2)",2016,88.9
"3006032","Kotlin (2)",2017,89.4
"3006032","Kotlin (2)",2018,88.6
"3006032","Kotlin (2)",2019,88.7
"3006032","Kotlin (2)",2020,85
"3006032","Kotlin (2)",2021,84
"3006032","Kotlin (2)",2022,83.5
"3006032","Kotlin (2)",2023,82.7
"3006043","Żerków (3)",2000,NA
"3006043","Żerków (3)",2001,NA
"3006043","Żerków (3)",2002,62.1
"3006043","Żerków (3)",2003,62.3
"3006043","Żerków (3)",2004,62.2
"3006043","Żerków (3)",2005,62.1
"3006043","Żerków (3)",2006,62.1
"3006043","Żerków (3)",2007,61.9
"3006043","Żerków (3)",2008,62.2
"3006043","Żerków (3)",2009,62.2
"3006043","Żerków (3)",2010,61.9
"3006043","Żerków (3)",2011,61.8
"3006043","Żerków (3)",2012,61.6
"3006043","Żerków (3)",2013,61.4
"3006043","Żerków (3)",2014,61.6
"3006043","Żerków (3)",2015,61.3
"3006043","Żerków (3)",2016,61
"3006043","Żerków (3)",2017,61
"3006043","Żerków (3)",2018,60.6
"3006043","Żerków (3)",2019,60.2
"3006043","Żerków (3)",2020,58.2
"3006043","Żerków (3)",2021,57.8
"3006043","Żerków (3)",2022,57.1
"3006043","Żerków (3)",2023,56.9
"3006044","Żerków - miasto (4)",2000,NA
"3006044","Żerków - miasto (4)",2001,NA
"3006044","Żerków - miasto (4)",2002,1024.1
"3006044","Żerków - miasto (4)",2003,1018.2
"3006044","Żerków - miasto (4)",2004,1022.7
"3006044","Żerków - miasto (4)",2005,1017.7
"3006044","Żerków - miasto (4)",2006,973.6
"3006044","Żerków - miasto (4)",2007,968.1
"3006044","Żerków - miasto (4)",2008,982.9
"3006044","Żerków - miasto (4)",2009,984.7
"3006044","Żerków - miasto (4)",2010,991.7
"3006044","Żerków - miasto (4)",2011,1001.9
"3006044","Żerków - miasto (4)",2012,1001.9
"3006044","Żerków - miasto (4)",2013,993.1
"3006044","Żerków - miasto (4)",2014,994.9
"3006044","Żerków - miasto (4)",2015,989.8
"3006044","Żerków - miasto (4)",2016,982.4
"3006044","Żerków - miasto (4)",2017,981.5
"3006044","Żerków - miasto (4)",2018,987
"3006044","Żerków - miasto (4)",2019,976.9
"3006044","Żerków - miasto (4)",2020,963
"3006044","Żerków - miasto (4)",2021,961.6
"3006044","Żerków - miasto (4)",2022,962
"3006044","Żerków - miasto (4)",2023,963
"3006045","Żerków - obszar wiejski (5)",2000,NA
"3006045","Żerków - obszar wiejski (5)",2001,NA
"3006045","Żerków - obszar wiejski (5)",2002,50.6
"3006045","Żerków - obszar wiejski (5)",2003,50.8
"3006045","Żerków - obszar wiejski (5)",2004,50.6
"3006045","Żerków - obszar wiejski (5)",2005,50.5
"3006045","Żerków - obszar wiejski (5)",2006,50.4
"3006045","Żerków - obszar wiejski (5)",2007,50.3
"3006045","Żerków - obszar wiejski (5)",2008,50.4
"3006045","Żerków - obszar wiejski (5)",2009,50.3
"3006045","Żerków - obszar wiejski (5)",2010,50
"3006045","Żerków - obszar wiejski (5)",2011,49.7
"3006045","Żerków - obszar wiejski (5)",2012,49.6
"3006045","Żerków - obszar wiejski (5)",2013,49.4
"3006045","Żerków - obszar wiejski (5)",2014,49.6
"3006045","Żerków - obszar wiejski (5)",2015,49.4
"3006045","Żerków - obszar wiejski (5)",2016,49.2
"3006045","Żerków - obszar wiejski (5)",2017,49.2
"3006045","Żerków - obszar wiejski (5)",2018,48.7
"3006045","Żerków - obszar wiejski (5)",2019,48.4
"3006045","Żerków - obszar wiejski (5)",2020,46.6
"3006045","Żerków - obszar wiejski (5)",2021,46.2
"3006045","Żerków - obszar wiejski (5)",2022,45.6
"3006045","Żerków - obszar wiejski (5)",2023,45.3
"3007012","Blizanów (2)",2000,NA
"3007012","Blizanów (2)",2001,NA
"3007012","Blizanów (2)",2002,58.2
"3007012","Blizanów (2)",2003,58.3
"3007012","Blizanów (2)",2004,58.6
"3007012","Blizanów (2)",2005,58.4
"3007012","Blizanów (2)",2006,58.8
"3007012","Blizanów (2)",2007,59.2
"3007012","Blizanów (2)",2008,59.5
"3007012","Blizanów (2)",2009,59.9
"3007012","Blizanów (2)",2010,60.9
"3007012","Blizanów (2)",2011,61.3
"3007012","Blizanów (2)",2012,61.3
"3007012","Blizanów (2)",2013,61.8
"3007012","Blizanów (2)",2014,62.3
"3007012","Blizanów (2)",2015,62.3
"3007012","Blizanów (2)",2016,62.6
"3007012","Blizanów (2)",2017,62.9
"3007012","Blizanów (2)",2018,62.8
"3007012","Blizanów (2)",2019,63.1
"3007012","Blizanów (2)",2020,64
"3007012","Blizanów (2)",2021,64.3
"3007012","Blizanów (2)",2022,64.3
"3007012","Blizanów (2)",2023,64.1
"3007022","Brzeziny (2)",2000,NA
"3007022","Brzeziny (2)",2001,NA
"3007022","Brzeziny (2)",2002,46.3
"3007022","Brzeziny (2)",2003,46.2
"3007022","Brzeziny (2)",2004,46.2
"3007022","Brzeziny (2)",2005,46.3
"3007022","Brzeziny (2)",2006,46.4
"3007022","Brzeziny (2)",2007,46.2
"3007022","Brzeziny (2)",2008,46
"3007022","Brzeziny (2)",2009,46.1
"3007022","Brzeziny (2)",2010,46
"3007022","Brzeziny (2)",2011,45.9
"3007022","Brzeziny (2)",2012,45.9
"3007022","Brzeziny (2)",2013,45.9
"3007022","Brzeziny (2)",2014,46
"3007022","Brzeziny (2)",2015,46.1
"3007022","Brzeziny (2)",2016,46
"3007022","Brzeziny (2)",2017,46.2
"3007022","Brzeziny (2)",2018,45.9
"3007022","Brzeziny (2)",2019,45.8
"3007022","Brzeziny (2)",2020,45.5
"3007022","Brzeziny (2)",2021,45.3
"3007022","Brzeziny (2)",2022,45.2
"3007022","Brzeziny (2)",2023,45.1
"3007032","Ceków-Kolonia (2)",2000,NA
"3007032","Ceków-Kolonia (2)",2001,NA
"3007032","Ceków-Kolonia (2)",2002,51.6
"3007032","Ceków-Kolonia (2)",2003,51.9
"3007032","Ceków-Kolonia (2)",2004,51.5
"3007032","Ceków-Kolonia (2)",2005,51.3
"3007032","Ceków-Kolonia (2)",2006,51.3
"3007032","Ceków-Kolonia (2)",2007,51.4
"3007032","Ceków-Kolonia (2)",2008,51.8
"3007032","Ceków-Kolonia (2)",2009,52.1
"3007032","Ceków-Kolonia (2)",2010,53.9
"3007032","Ceków-Kolonia (2)",2011,54.1
"3007032","Ceków-Kolonia (2)",2012,54.1
"3007032","Ceków-Kolonia (2)",2013,54.3
"3007032","Ceków-Kolonia (2)",2014,54.8
"3007032","Ceków-Kolonia (2)",2015,54.5
"3007032","Ceków-Kolonia (2)",2016,54.2
"3007032","Ceków-Kolonia (2)",2017,54.2
"3007032","Ceków-Kolonia (2)",2018,54.1
"3007032","Ceków-Kolonia (2)",2019,53.7
"3007032","Ceków-Kolonia (2)",2020,54.1
"3007032","Ceków-Kolonia (2)",2021,54.1
"3007032","Ceków-Kolonia (2)",2022,53.7
"3007032","Ceków-Kolonia (2)",2023,53.6
"3007042","Godziesze Wielkie (2)",2000,NA
"3007042","Godziesze Wielkie (2)",2001,NA
"3007042","Godziesze Wielkie (2)",2002,77.1
"3007042","Godziesze Wielkie (2)",2003,77.8
"3007042","Godziesze Wielkie (2)",2004,78.3
"3007042","Godziesze Wielkie (2)",2005,79.5
"3007042","Godziesze Wielkie (2)",2006,79.8
"3007042","Godziesze Wielkie (2)",2007,80.7
"3007042","Godziesze Wielkie (2)",2008,81.7
"3007042","Godziesze Wielkie (2)",2009,82.7
"3007042","Godziesze Wielkie (2)",2010,84
"3007042","Godziesze Wielkie (2)",2011,85.1
"3007042","Godziesze Wielkie (2)",2012,86
"3007042","Godziesze Wielkie (2)",2013,86.8
"3007042","Godziesze Wielkie (2)",2014,87.8
"3007042","Godziesze Wielkie (2)",2015,87.9
"3007042","Godziesze Wielkie (2)",2016,88.6
"3007042","Godziesze Wielkie (2)",2017,89.6
"3007042","Godziesze Wielkie (2)",2018,90.4
"3007042","Godziesze Wielkie (2)",2019,91
"3007042","Godziesze Wielkie (2)",2020,94.2
"3007042","Godziesze Wielkie (2)",2021,95.1
"3007042","Godziesze Wielkie (2)",2022,95.9
"3007042","Godziesze Wielkie (2)",2023,96.6
"3007052","Koźminek (2)",2000,NA
"3007052","Koźminek (2)",2001,NA
"3007052","Koźminek (2)",2002,84.8
"3007052","Koźminek (2)",2003,84.8
"3007052","Koźminek (2)",2004,84.6
"3007052","Koźminek (2)",2005,85
"3007052","Koźminek (2)",2006,85
"3007052","Koźminek (2)",2007,84.6
"3007052","Koźminek (2)",2008,84.7
"3007052","Koźminek (2)",2009,84.5
"3007052","Koźminek (2)",2010,85
"3007052","Koźminek (2)",2011,85
"3007052","Koźminek (2)",2012,85.2
"3007052","Koźminek (2)",2013,85.2
